Match,Category.category,Category.subssubgroup,Aantal,Voorbeeld_product_titel,Voorbeeld_product_beschrijving,Voorbeeld_product_link
,fashion-footwear,Teenslipper,14282,Brasileras Slippers Damen-Geel-40,"Ontdek de volgende zomerhit met onze Sandalen Brasileras Antalya in geel – de perfecte combinatie van comfort en stijl. Ontdek waarom deze sandalen je nieuwe favoriet zullen worden: Antislipzool: Loop met vertrouwen door de stad dankzij de antislipzool die betrouwbare grip biedt op elke stedelijke ondergrond. Rubberen Zool: Geniet van de zachtheid en flexibiliteit van de rubberen zool, ontworpen om langdurig comfort bij elke stap te bieden. Comfortabel en Verzorgend: Ervaar het verzorgende gevoel en het uitzonderlijke comfort dat deze sandalen bieden, ideaal voor je meest actieve dagen. Rubberen Bandjes: De rubberen bandjes zorgen niet alleen voor een veilige pasvorm, maar bieden ook een zachte en aangename sensatie op de huid. De Volgende Zomerhit: Deze sandalen zijn klaar om de hit van de zomer te worden, dankzij hun moderne ontwerp en veelzijdigheid. Trendy en Stijlvol: Blijf voorop lopen in de stedelijke mode met deze sandalen die de laatste trends volgen en je stijl in elke omgeving verbeteren. Veelzijdig voor Zwembad, Strand en Stad: Van het zwembad tot het strand en in de straten van de stad, deze sandalen zijn veelzijdig en complementeren je stijl bij elke gelegenheid. De Antalya Sandalen zijn meer dan alleen schoenen, ze zijn een statement van stijl en comfort. Bereid je voor om deze zomer te stralen met de frisse en trendy look die alleen Brasileras kunnen bieden. Beleef mode bij elke stap!",https://www.bol.com/nl/nl/p/brasileras-slippers-damen-geel-40/9300000225876508/
,fashion-footwear,Zwangerschap Beenmode,602,Be Mammy BE-BE20-229-LE Dames Capri Zwangerschapsleggings - 3/4 Lengte - Katoen - Elasthan - Yogabroek - Gemêleerd - M,"Gemaakt in de EU; Zwangerschap legging; 3/4 lengte; Hoge taille; Op maat gemaakt om zich aan te passen aan de groeiende buik <br />In de taille is een brede, comfortabele elastische band genaaid; Zacht, rekbaar, irriteert de gevoelige huid niet <br />De leg",https://www.bol.com/nl/nl/p/be-mammy-be-be20-229-le-dames-capri-zwangerschapsleggings-3-4-lengte-katoen-elasthan-yogabroek-gemeleerd-m/9300000183128320/
,fashion-footwear,Zwangerschap Bottoms,612,Anita slip 1504 Zwangerschap Zwart - XL,"<h3>Soft & Seamless meegroeiende zwangerschapslip - ademend, zacht en zonder naden. De brede band voorkomt insnijden en geeft een zeer comfortabel gevoel.</h3> <h3>Verkrijgbaar in de maten S - XL </h3> <h3>Materiaal / Verwerking</h3> • <p>90% Polyamyde</p> <br /> • <p>10% Elastaan</p>   <br />",https://www.bol.com/nl/nl/p/anita-slip-1504-zwangerschap-zwart-xl/9300000002487079/
,fashion-footwear,Zwangerschap Jassen,577,"BETTY - Zwangerschapsjas met stoffen riem, zwart XS","<p>Zwangerschapsjas van zware stof gemaakt om de lichaamsvorm te benadrukken. Met de zelfbindende riem kun je de pasvorm aanpassen en je figuur definiÃ«ren in elke fase van de zwangerschap.</p> <p>Perfect voor het winterseizoen en geschikt bij jeans en kleurrijke blouses of bij jurken en enkellaarsjes.</p> <p>Herfst - Wintercollectie</p> <p>Viscosemix stof</p> <p>Lange mouwen</p> <p>Bijpassende stoffen riem</p> <p>Zijzakken</p> <p>Geschikt voor casual chique gelegenheden</p> <p>Geschikt voor elke fase van de zwangerschap Gemaakt in ItaliÃ« Ontworpen in ItaliÃ«</p> <p>Materiaal samenstelling: 75% POLYESTER 20% VISCOSE 5% ELASTAAN</p> <p>Onderhoudsinstructie: Strijken op medium temperatuur, max 110ÂºC Droog reinigen, exclusief trichloorethyleen Niet wassen in water Niet in de droger Niet bleken</p>",https://www.bol.com/nl/nl/p/betty-zwangerschapsjas-met-stoffen-riem-zwart-xs/9300000122897842/
,fashion-footwear,Zwangerschap Jurken en Jumpsuits,26,PIETRO Brunelli JUMPSUIT COZY VALENTINA TRACKSUIT CUTE LIGHT GREY MELANGE XL,"<p>Sportief chic zwangerschapstrainingspak (2-delige set). Oversized hoodie met zakken en broek met manchetten. Overmaats Sweatshirt met capuchon Het model is 175 cm en draagt maat XS Perfect voor, tijdens en na de zwangerschap Gemaakt in Italië Samenstelling: 94% katoen, 6% elastaan Wasvoorschrift: voorzichtig wassen Maatadvies: kies de maat die je voor de zwangerschap droeg</p> <p>Nursing top! verborgen rits waarmee de borsten makkelijk bereikbaar zijn.<br /><br />Draagbaar ook als je niet zwanger bent. Wel moet je een maat kleinere pakken dan je gewone maat.</p>",https://www.bol.com/nl/nl/p/pietro-brunelli-jumpsuit-cozy-valentina-tracksuit-cute-light-grey-melange-xl/9300000136311345/
,fashion-footwear,Zwangerschap Tops,1467,Doctor Nap Katoenen Nachthemd met Magnetische Drukknoopjes Borstvoeding Zwangerschap Nachtkleding Graphite TCB.9992 XXL,<ul> <li>Nachthemdje uit zacht en ademend katoen.</li> <li>Korte mouwen. Met zakken.</li> <li>Lossere pasvorm voor extra comfort.</li> <li>Praktisch tijdens de zwangerschap en <strong>borstvoeding</strong> dankzij drukknoopjes en <strong>magnetische sluiting</strong> aan de decolleté.</li> <li>Genaaid uit zachte katoenen jersey voor ultiem draagcomfort.</li> </ul> <strong><br />100% Made in EU</strong> <br /><br />Materiaal: 100% katoen <br /><br />Kleur: donker grijs<br /><br />Maten: S-XL <br /><br />Stoffen met <strong>STANDARD 100 by OEKO-TEX®</strong> certificaat.,https://www.bol.com/nl/nl/p/doctor-nap-katoenen-nachthemd-met-magnetische-drukknoopjes-borstvoeding-zwangerschap-nachtkleding-graphite-tcb-9992-xxl/9300000121717448/
,fashion-footwear,Zwangerschap Truien en Vesten,1282,FRAGILE Cardigan (Wrap) met lange mouw blauw-grijs XXL,"<p> 46% katoen </p> <p> 46% modal </p> <p> 8% elastaan </p> <p> Blauw-grijs </p> <p> Fragile staat voor mooie zwangerschapskledij, modisch en stijlvol zonder in te boeten aan comfort. De prints en materialen zijn uniek en de kleuren worden zo uitgekozen dat er veel combinatiemogelijkheden zijn. Zwanger zijn is de belichaming van vrouwelijkheid en dat mag zeker getoond worden. De ontwerpen van onze zwangerschapskleding zijn erop voorzien om mee te groeien met je buik zodat je ze heel je zwangerschap én na de bevalling kan doordragen. Ook voor na geboorte voorzien we aangepaste kleding, zoals speciale borstvoedingsjurken. Bij Fragile vind je zeker iets waar je figuur mooi tot z’n recht komt! </p> <br /> <p> We vinden pasvorm, comfort en kwaliteit heel belangrijk. Daarom maken we al meer dan 20 jaar onze patronen zelf en wordt alles in ons eigen atelier uitgetest voor het in de winkel belandt. We werken met kwalitatieve materialen waardoor je lang plezier hebt van je Fragilestuks, ook na je zwangerschap. Op deze manier proberen we een steentje bij te dragen aan meer duurzame mode </p>",https://www.bol.com/nl/nl/p/fragile-cardigan-met-lange-mouw-blauw-grijs-xxl/9300000152407295/
,fashion-footwear,Zwembroek,12999,FALCON - dray - Board short heren - groen combi,"Introductie: De FALCON dray board short voor heren is de perfecte keuze voor wie op zoek is naar comfort en stijl tijdens het zwemmen of surfen. Met zijn unieke groen combi design val je zeker op in het water! Voordelen: Deze board short is gemaakt van hoogwaardig materiaal dat zorgt voor een goede pasvorm en optimale bewegingsvrijheid. Dankzij de elastische tailleband met trekkoord kun je de short eenvoudig aanpassen aan jouw maat. Daarnaast droogt de stof snel, waardoor je ook buiten het water comfortabel blijft. Belangrijkste kenmerken: De FALCON dray board short heeft een opvallend groen combi design dat zorgt voor een frisse en trendy uitstraling. De short is voorzien van handige zijzakken waarin je kleine spullen veilig kunt opbergen. De short is verkrijgbaar in verschillende maten, zodat er altijd een exemplaar is dat perfect bij jou past. Samenvatting: Met de FALCON dray board short ben je helemaal klaar voor een dag vol waterpret. De short biedt niet alleen comfort en",https://www.bol.com/nl/nl/p/falcon-dray-s-badshort-heren/9300000229493748/
,feed_sports,Ab Trainers,1259,Automatische Rebound Buikspierwiel met Weerstandsband - Verbeter je workout met dit handige fitnessapparaat! ab wheel,"Maak kennis met onze nieuwe fitness oefenmat, ontworpen om jou te helpen bij het verbeteren van je workouts en het bereiken van je fitnessdoelen. Deze multifunctionele mat is ideaal voor yoga, stretching, pilates, en andere oefeningen. Met een rol die de bandenstructuur imiteert, biedt deze mat uitstekende slipweerstand en slijtvastheid, waardoor krassen op de vloer worden voorkomen. De meerlaagse compositie zorgt voor duurzaamheid en comfort, terwijl de anti-slip handgrepen zorgen voor stabiliteit tijdens het gebruik.Voordelen: - Uitstekende slipweerstand en slijtvastheid - Voorkomt krassen op de vloer - Stabiele structuur voor veiligheid tijdens het sporten - Comfortabele anti-slip handgrepen voor meer grip en comfortDeze fitness oefenmat is een essentieel item voor iedereen die serieus bezig is met zijn of haar fitnessroutine. Met zijn duurzaamheid, comfort en stabiliteit, zal deze mat je helpen om het meeste uit je trainingen te halen. Upgrade je home gym met deze hoogwaardige fitness oefenmat en ervaar het verschil in jouw workouts!Specificaties: - Materiaal: composietmateriaal - Afmetingen: [vul afmetingen in] - Kleur: [vul kleur in] - Gewicht: [vul gewicht in] - Inclusief: fitness oefenmat met rol en anti-slip handgrepen",https://www.bol.com/nl/nl/p/automatische-rebound-buikspierwiel-met-weerstandsband-verbeter-je-workout-met-dit-handige-fitnessapparaat-ab-wheel/9300000182930350/
Sport,feed_sports,Badmintonmaterialen en Accessoires,1621,Donnay badmintonset - 9-delig - Inclusief net - 4 rackets - 4 shuttles,Lekker weer en zin in een beetje beweging en competiviteit? Dan is er weinig leuker dan een potje badminton. Met deze professionele set Donnay badmintonrackets én net met stalen frame speelt u de spannendste wedstrijd waar u maar wilt. 2 tegen 2 of 1 tegen 1? U bepaalt.<br /><br />Inhoud: <br /><br />- 4x professionele badminton rackets.<br />- 1x professioneel net met stalen frame. <br />- Incl. 3 shuttles<br />- Incl. luxe beschermhoes voor de rackets,https://www.bol.com/nl/nl/p/donnay-badmintonset-9-delig-inclusief-net-4-rackets-4-shuttles/9200000058319377/
,feed_sports,Buik en Rug Trainers,330,Dijbeentrainer En Bekkenbodemtrainer Voor Mannen En Vrouwen – Instelbare Hoek En Telbaar Ontwerp – Beentrainer Voor Thuisfitness En Bekkenbodemversterking,"<ul> <li> <p>Effectieve Dijbeentrainer En Bekkenbodemtrainer Voor Thuisgebruik</p> </li> <li> <p>Geschikt Voor Mannen En Vrouwen</p> </li> <li> <p>Verstelbare Hoek En Weerstand Voor Gepersonaliseerde Training</p> </li> <li> <p>Versterkt Adductoren, Bekkenbodem, Billen En Benen</p> </li> <li> <p>Ideaal Voor Herstel Na Bevalling Of Ter Preventie Van Incontinentie</p> </li> <li> <p>Telbaar Ontwerp – Houd Je Herhalingen Eenvoudig Bij</p> </li> <li> <p>Compact, Lichtgewicht En Makkelijk Op Te Bergen</p> </li> <li> <p>Ook Geschikt Voor Tussen De Knieën, Bovenbenen Of Armen</p> </li> </ul> <p> </p> <p><strong>Wil Jij Je Bekkenbodemspieren, Dijbenen En Billen Versterken Zónder Naar De Sportschool Te Gaan? Deze Instelbare Dijbeentrainer En Bekkenbodemtrainer Is Een Compact En Effectief Trainingsapparaat Voor Thuisgebruik, Ontworpen Voor Zowel Mannen Als Vrouwen.</strong></p> <p><strong>Of Je Nu Herstelt Van Een Bevalling, Incontinentie Wilt Voorkomen Of Gewoon Je Bovenbenen En Heupen Strakker Wilt Trainen – Deze beentrainer helpt jou op een veilige en doelgerichte manier aan sterke, stabiele spieren.</strong></p> <p><strong>Het Apparaat Is Voorzien Van Een <strong>instelbare hoek</strong> én <strong>telbaar ontwerp</strong>, waarmee je eenvoudig de weerstand kunt aanpassen aan je eigen niveau én het aantal herhalingen kunt bijhouden tijdens je training. Ideaal voor zowel beginners als gevorderden, en voor verschillende spiergroepen zoals de adductoren, billen, dijbenen, bekkenbodem en zelfs de armen.</strong></p> <p><strong>De Trainer Is Ergonomisch Vormgegeven En Voelt Comfortabel Aan Tijdens Gebruik. Plaats het tussen je dijbenen, knieën of zelfs onder je armen voor een veelzijdige workout die je helemaal thuis of onderweg kunt uitvoeren. Dankzij het lichte gewicht en compacte formaat neem je hem overal mee naartoe of berg je hem gemakkelijk op.</strong></p> <p><strong>De Bekkenbodemspieren Spelen Een Cruciale Rol In Je Algemene Gezondheid – Ze ondersteunen onder andere de blaas, darmen en voortplantingsorganen. Regelmatige training met dit apparaat kan bijdragen aan het verbeteren van de controle over deze spieren, wat vooral belangrijk is na een zwangerschap of bij ouder worden.</strong></p> <p><strong>Ook Voor Mannen Is Deze Trainer Van Grote Meerwaarde. Het Versterken Van De Bekkenbodem Helpt Bij Urinaire Controle En Kan Ook De Kracht En Stabiliteit In De Heupregio Verhogen – belangrijk voor sportprestaties én dagelijkse mobiliteit.</strong></p> <p><strong>Dankzij Het Telbare Ontwerp Weet Je Precies Hoeveel Herhalingen Je Hebt Gemaakt. Ideaal voor het opbouwen van structuur en motivatie in je trainingsroutine. Geen app nodig, geen ingewikkelde instellingen – gewoon knijpen en tellen.</strong></p> <p><strong>Perfect Voor:</strong></p> <ul> <li> <p>Bekkenbodemtraining Na Bevalling Of Bij Incontinentie</p> </li> <li> <p>Versteviging Van Dijbenen, Binnenkant Benen En Billen</p> </li> <li> <p>Herstel Na Operaties Of Bij Verminderde Spierfunctie</p> </li> <li> <p>Sporters Die Hun Core En Heupcontrole Willen Verbeteren</p> </li> <li> <p>Tien Minuten Per Dag Voor Merkbaar Resultaat</p> </li> </ul> <p><strong>Waarom Jij Deze Trainer Gaat Liefhebben:</strong><br /> <strong>Instelbare Hoek En Weerstand Voor Persoonlijke Training</strong><br /> <strong>Telbaar Ontwerp Voor Makkelijke Telling Van Herhalingen</strong><br /> <strong>Geschikt Voor Mannen En Vrouwen – Jong En Oud</strong><br /> <strong>Versterkt De Bekkenbodem, Adductoren, Dijbenen En Billen</strong><br /> <strong>Compact En Draagbaar – Past In Elke Sporttas Of Lade</strong><br /> <strong>Zacht, Comfortabel En Veilig In Gebruik</strong><br /> <strong>Perfect Voor Dagelijks Gebruik Thuis</strong></p> <p><strong>Specificaties:</strong></p> <ul> <li> <p>Type: Dijbeentrainer / Bekkenbodemtrainer</p> </li> <li> <p>Materiaal: Duurzaam ABS + Staalveer Met Comfort Grip</p> </li> <li> <p>Instelbaar: Ja – Verstelbare Hoek & Weerstand</p> </li> <li> <p>Design: Telbaar Mechanisme Voor Herhalingen</p> </li> <li> <p>Afmetingen: Compact En Lichtgewicht</p> </li> <li> <p>Gebruik: Tussen Dijbenen, Knieën Of Armen</p> </li> <li> <p>Geschikt Voor: Mannen & Vrouwen (Volwassenen)</p> </li> </ul> <p><strong>Gun Jezelf Een Simpele Maar Krachtige Thuisoplossing Voor Spierversteviging En Herstel. Deze Dijbeentrainer En Bekkenbodemtrainer Is De Ideale Workouttool Voor Wie Snel, Effectief En Discreet Wil Trainen – Thuis, Op Reis Of Op Het Werk.</strong></p> <p><strong>Bestel Nu En Werk Dagelijks Aan Sterke Spieren, Meer Controle En Een Strakker Lichaam – Met Slechts Een Paar Minuten Per Dag.</strong></p> <p>Laat maar weten welk item er hierna aan de beurt is! </p>",https://www.bol.com/nl/nl/p/dijbeentrainer-en-bekkenbodemtrainer-voor-mannen-en-vrouwen-instelbare-hoek-en-telbaar-ontwerp-beentrainer-voor-thuisfitness-en-bekkenbodemversterking/9300000228427902/
,feed_sports,Casual Sportswearkleding,22274,Lonsdale Logo Large Een Broek Zwart L Man,"Comfortabele Lonsdale joggingbroek met grote print, ideaal voor sportieve activiteiten.Functies:Sportieve joggingbroek van LonsdaleGrote merkprint op het beenHoog draagcomfort en perfecte pasvormVeelzijdig te combinerenIdeale bewegingsvrijheid tijdens sportactiviteitenSpecificaties:Materiaal: 100% gekamd katoen",https://www.bol.com/nl/nl/p/lonsdale-logo-large-een-broek-zwart-l-man/9300000156617564/
Sport,feed_sports,Dartmaterialen en Accessoires,11727,Target Pro Grip Evo Al Silver - Dart Shafts Short,"<strong>Target Pro Grip Evo Al Silver - Dart Shafts:</strong> <br /> <br /> <strong>Shaft Kleur:</strong> Zilver <br /> <strong>Shaft Materiaal:</strong> Nylon, Aluminium <br /> <strong>Inhoud:</strong> 1 set (3 shafts) <br /> <strong>Merk:</strong> Target <br /> <br /> <strong>Shaft Afmetingen:</strong> <br /> <p><strong>Maat:</strong></p> <p><strong>Lengte</strong></p> <p>Short</p> <p> 34 mm</p> <p> Inbetween</p> <p> 41 mm</p> <p> Medium</p> <p> 48 mm</p> <br /> <strong>Let op!:</strong> Opgegeven lengte van de Target Pro Grip Evo Al Silver is gemeten exclusief schroefdraad. <br /> <br /> <strong>Target Pro Grip Evo Al Silver</strong> shafts worden verkocht per set (1 set = 3 shafts) <br /> <br /> <strong>Dartshopper tip!</strong> <ul> <li>Zorg dat je voldoende flights en shafts achter de hand hebt. Deze kunnen slijten of kapot gaan door gebruik.</li> <li>Probeer eens een andere maat shaft om erachter te komen welke variant het beste bij je past!</li> </ul>",https://www.bol.com/nl/nl/p/target-pro-grip-evo-zilver-short/9300000104480679/
,feed_sports,Duiken en Snorkelen,11754,"Profec manometer met achteraansluiting, glycerinevulling, 63 mm, 0 - 2,5 bar","<p>De Profec manometer met achteraansluiting, glycerinevulling, 63 mm, 0 - 2,5 bar is een drukmeter geschikt voor het meten van de luchtdruk of waterdruk in een afgesloten ruimte. De meting wordt met een naald weergegeven op een wijzerplaat in bar.</p> <p>Deze RVS manometer is gevuld met glycerine wat zorgt voor het dempen van trillingen of schokken, waardoor de wijzer niet trilt en de druk makkelijker af te lezen is. De drukmeter is voorzien van een ¼” achteraansluiting en heeft een nauwkeurigheid van 1,6%.</p> <p>Na de installatie, maar voor het in gebruik nemen van de manometer moet de punt van de rubberen dop afgeknipt worden.</p>",https://www.bol.com/nl/nl/p/profec-manometer-met-achteraansluiting-glycerinevulling-63-mm-0-2-5-bar/9300000160893949/
,feed_sports,F1 Kleding,1029,Red Bull Racing Sweat Top 2023 S - Oracle - Max Verstappen - Formule 1,"Oracle Red Bull Racing Sweat Top 2023 Deze Sweat top met lange mouwen hoort bij de officiële performance collectie van Oracle Red Bull Racing van het Formule 1 seizoen 2023. De Sweat Top is gemaakt van 76% nylon en 24% spandex. Dit jaar wordt de Oracle Red Bull Racing collectie gemaakt door Castore. In tegenstelling tot de vorige jaren valt de collectie op maat. Wij adviseren u dan ook om uw huidige maat te bestellen. De performance collectie bestaat uit de volgende items: joggingsbroek, korte broek, windbreaker, t-shirt, hoody en sweat top. - 76% nylon en 24% spandex. - Oracle Red Bull Racing logo en het logo van Castore op de borst. - Bestel jouw huidige maat. - Crafted by Castore.",https://www.bol.com/nl/nl/p/red-bull-racing-sweat-top-2023-s-oracle-max-verstappen-formule-1/9300000142169389/
,feed_sports,Fietskleding,22640,Sportful Short Sleeve Fietsshirt Dames - Zwart - Maat M,<b>Specificaties:</b> <ul> <li><b>Pasvorm:</b> aansluitende pasvorm; langere achterzijde met een siliconen band in de zoom aan de onderkant zorgt ervoor dat het shirt niet omhoog kruipt; korte mouwen</li> <li><b>Temperatuurregeling:</b> ademend en vochtafdrijvend materiaal; geschikt voor temperaturen van 15 graden Celsius of meer</li> <li><b>Rits:</b> volledige ritssluiting</li> <li><b>Zakken:</b> drie zakken op de rug</li> <li><b>Kleur:</b> zwart - blauw - roze - rood</li> <li><b>Materiaal:</b> 100% polyester</li> <li><b>Extra bijzonderheden:</b> reflecterende details voor extra zichtbaarheid</li> </ul>,https://www.bol.com/nl/nl/p/sportful-short-sleeve-fietsshirt-dames-zwart-maat-m/9300000023658776/
,feed_sports,Fietskleding en Accessoires,9440,Bovista Polswarmers - Armwarmers Dames - Duimopening - Wol - Armstukken - Winter - Wit - Maat XL,"<p><strong>Verwen je armen met de stijlvolle en comfortabele warmte van onze gebreide armwarmers!</strong><br /><br />Deze prachtige gebreide armwarmers zijn de perfecte aanvulling op je wintergarderobe. Gemaakt van zachte, ademende materialen, bieden ze een ideale mix van comfort en stijl. Of je nu een casual outfit wilt opfleuren of gewoon extra warmte nodig hebt tijdens koude dagen, deze armwarmers zijn er voor jou.</p> <p><strong>3 Voordelen:</strong></p> <ol> <li><strong>Warm en comfortabel:</strong> Houd je armen warm tijdens koude dagen zonder in te boeten op stijl.</li> <li><strong>Veelzijdig design:</strong> Perfect te combineren met verschillende outfits, van casual tot chic.</li> <li><strong>Duurzaam en ademend:</strong> Gemaakt van hoogwaardige materialen die lang meegaan en je huid laten ademen.</li> </ol> <p><strong>Trek vandaag nog een paar aan en ervaar de ultieme combinatie van stijl en comfort!</strong></p>",https://www.bol.com/nl/nl/p/bovista-polswarmers-armwarmers-dames-duimopening-wol-armstukken-winter-wit-maat-xl/9300000185195636/
,feed_sports,Fietsschoenen,3762,"XLC CB-M11 MTB Shoes, zwart Schoenmaat EU 47","De CB-M11 van XLC is een SPD-compatibele, sportieve en lichtgewicht mountainbikeschoen met een ergonomisch geoptimaliseerde, high-performance pasvorm. Voetbed met antislip hielvoering biedt de hele dag comfort en ondersteuning. De schoen biedt een optimale grip op de voet dankzij de praktische draaisluiting en de extra klittenbandsluiting en een uitstekende krachtoverbrenging op het pedaal dankzij de stijve nylonzool met antislipprofiel.<br /><br />â€¢ Pasvorm: Normal<br />â€¢ Gebruiksdoel: Mountainbike<br />â€¢ Aanvullende gegevens: <br />  - Neopreen tong<br />â€¢ Informatie over de grootte: Maat valt kleiner uit<br /><br />Materiaal<br /><br />â€¢ Bovenmateriaal: Pu-gecoat leer<br /><br />Uitrusting<br /><br />â€¢ Zool: Anti-slip zool<br />â€¢ Sluitsysteem: Klittenbandsluiting<br /><br />Gewicht<br /><br />â€¢ Gewicht per paar: 700 g<br /><br />Levering<br /><br />â€¢ Inhoud / levering grootte: 1 paar XLC CB-M11 incl. praktische tas voor de schoenen<br /><br />Pedaalsystemen<br /><br />â€¢ Cleat montage: Voor 2-gaats schoenplaten<br />â€¢ Pedaalaanbeveling (fabrikant): SPD-pedaalsysteem<br />â€¢ Type fietsschoen: Voor clipless pedalen Mountain<br /><br />Zool<br /><br />â€¢ Type zool: hard<br />â€¢ Zolen: Polyamide, Carbon<br /><br />Pasvorm<br /><br />â€¢ Pasvorm voetbreedte: Normaal<br /><br />Belangrijkste informatie<br /><br />â€¢ Seizoen: 4-seizoens artikel<br />",https://www.bol.com/nl/nl/p/xlc-cb-m11-mtb-shoes-zwart-schoenmaat-eu-47/9300000039400405/
,feed_sports,Fitnessapparaten,3201,Thuys - Stoelfiets - Bureaufiets Verstelbaar - Bewegingstrainer Zwart - LCD Display - Compact,"<p>Heeft u ook moeite om <strong>voldoende</strong> <strong>lichaamsbeweging</strong> te krijgen tijdens lange uren aan uw <strong>bureau</strong>? Bent u op zoek naar een handige manier om uw lichaam in <strong>beweging</strong> te houden <strong>terwijl</strong> u <strong>werkt</strong>? Maak kennis met onze AGM <strong>Stoelfiets</strong>, de ideale oplossing voor een gezondere en actievere levensstijl, zelfs op <strong>kantoor</strong>!</p> <p><strong> </strong></p> <h3><strong>Plus- en minpunten:</strong></h3> <p><strong>+ </strong>Blijf actief tijdens het werken aan uw bureau</p> <p><strong>+ </strong>LCD-display voor het bijhouden van uw prestaties</p> <p><strong>+ </strong>Compact en lichtgewicht ontwerp, eenvoudig op te bergen</p> <p><strong>- </strong>Batterijen niet inbegrepen</p> <p><strong> </strong></p> <h3><strong>Productspecificaties:</strong></h3> <p>• Kleur: Zwart</p> <p>• Stijl: Niet opvouwbaar</p> <p>• Displaytype: LCD</p> <p>• Framemateriaal: Staal</p> <p>• Materiaalsoort(en): Gelegeerd staal, kunststof</p> <p>• Type energiebron: Batterij aangedreven</p> <p>• Seizoenen: Het hele jaar door</p> <p>• Vaardigheidsniveau: Geschikt voor beginners</p> <p>• Speciale kenmerken: LCD-display (RPM, tijd, snelheid, afstand en calorieën), antislip, eenvoudig te monteren en licht, eenvoudig te dragen, weerstandsregelaar en digitaal display.</p> <p>• Specifieke instructies voor gebruik: Verbeter uw cardiovasculaire gezondheid en versterk uw armen en benen, verhoog de doorbloeding, verbeter het uithoudingsvermogen en verlicht spanningen.</p> <p>• Sport: Geschikt voor fitness en sportschool.</p> <p>• Meegeleverde componenten: 1 x Stoelfiets, 1 x handleiding</p> <p>• Batterijen inbegrepen? Nee</p> <p>• Vullen: Kunststof</p> <p>• Productafmetingen: 40,6 x 35,1 x 32 cm; 3,5 kg</p> <p> </p> <h3><strong>Waarom is onze Stoelfiets de beste keuze voor u?</strong></h3> <p><strong>Blijf actief tijdens het werken</strong></p> <p>Met onze Stoelfiets kunt u actief blijven, zelfs tijdens lange uren aan uw bureau. Dit innovatieve fitnessapparaat is ontworpen om onder uw bureau te passen, zodat u tijdens het werken kunt trappen. Het is de perfecte manier om uw lichaam in beweging te houden, uw bloedsomloop te verbeteren en de spanning in uw spieren te verlichten.</p> <p> </p> <p><strong>LCD-display voor prestatiebewaking</strong></p> <p>De Stoelfiets is uitgerust met een handig LCD-display waarmee u uw prestaties kunt bijhouden. U kunt uw RPM (omwentelingen per minuut), de tijd die u hebt gefietst, uw snelheid, de afgelegde afstand en verbrande calorieën gemakkelijk volgen. Dit stelt u in staat om uw voortgang bij te houden en uw fitnessdoelen te bereiken.</p> <p> </p> <p><strong>Compact en draagbaar ontwerp</strong></p> <p>Onze stoelfiets is compact en lichtgewicht, waardoor hij gemakkelijk op te bergen is onder uw bureau of in een kast wanneer u hem niet gebruikt. Het is ook draagbaar, zodat u het overal mee naartoe kunt nemen. Of u nu thuis werkt of op kantoor, u kunt altijd genieten van de voordelen van beweging.</p> <p> </p> <p><strong>Ruime ervaring in bewegingsapparatuur!</strong></p> <p>Wij hebben uitgebreide ervaring in de branche van bewegingsapparatuur en begrijpen de behoeften van onze klanten. Onze producten zijn ontworpen om kwaliteit en gemak te bieden, zodat u actief kunt blijven zonder uw dagelijkse routine te verstoren.</p> <p> </p> <h3><strong>Inhoud van uw bestelling</strong></h3> <p>• 1x Stoelfiets</p> <p>• 1x Handleiding</p> <h3> </h3> <p><strong>Waar wacht u nog op?</strong> Blijf actief en gezond terwijl u werkt met onze Stoelfiets. <strong>Bestel vandaag nog</strong> en investeer in uw welzijn!</p>",https://www.bol.com/nl/nl/p/thuys-stoelfiets-bureaufiets-verstelbaar-bewegingstrainer-zwart-lcd-display-compact/9300000161083903/
,feed_sports,Fitnesskleding,73192,Jako Competition 2.0 Short Heren - Zwart | Maat: XXL,"<h3>Short Competition 2.0</h3> <p>De Jako Competition 2.0 Short voor heren is een sportieve en comfortabele short die perfect is voor jouw trainingen en wedstrijden. De short is gemaakt van stretch-micro-twill materiaal, wat zorgt voor een optimale bewegingsvrijheid. Het materiaal bestaat voor 100% uit polyester, waardoor het ademend en sneldrogend is.</p> <p>De short heeft zijzakken met een ritssluiting, zodat je kleine spullen veilig kunt opbergen tijdens het sporten. De tweekleurige zippuller geeft de short een moderne uitstraling. De elastische boord met tunnelkoord zorgt ervoor dat de short altijd goed op zijn plek blijft zitten.</p> <p>Met de Jako Competition 2.0 Short ben je klaar voor elke sportieve uitdaging. Of je nu gaat voetballen, basketballen of fitnessen, deze short biedt het comfort en de bewegingsvrijheid die je nodig hebt. Bestel nu jouw Jako Competition 2.0 Short en ervaar zelf de kwaliteit en het comfort van dit sportieve kledingstuk.</p> <ul> <li>Merk: Jako</li> <li>Kleur: Zwart</li> <li>Stretch-Micro-Twill, 100 % Polyester</li> <li>Zijzakken met rits | Tweekleurige zippuller | Elastische boord met tunnelkoord</li> </ul>",https://www.bol.com/nl/nl/p/jako-shorts-competition-2-0-shorts-competition-2-0-xxl-zwart/9200000090224386/
